vid	yid	start	end	raw-text	tokenized-text	gloss	split
GdYNF6g73eI-00:07:28.700-00:07:32.100	GdYNF6g73eI	00:07:28.700	00:07:32.100	AND THE REASON BEING THAT	and the reason being that		train
GdYNF6g73eI-00:07:32.100-00:07:35.233	GdYNF6g73eI	00:07:32.100	00:07:35.233	ALONG THE SIMILAR TRACK AS MY	along the similar track as my		train
GdYNF6g73eI-00:07:35.233-00:07:37.566	GdYNF6g73eI	00:07:35.233	00:07:37.566	WE SEEMED TO SUBSIST	we seemed to subsist		train
GdYNF6g73eI-00:07:37.566-00:07:39.166	GdYNF6g73eI	00:07:37.566	00:07:39.166	BUT NOT HAVE MUCH SPILLOVER.	but not have much spillover		train
GdYNF6g73eI-00:07:39.166-00:07:41.400	GdYNF6g73eI	00:07:39.166	00:07:41.400	WE'D BE SIGNING AWAY	wed be signing away		train
GdYNF6g73eI-00:07:41.400-00:07:45.866	GdYNF6g73eI	00:07:41.400	00:07:45.866	AND THEN MY PARENTS AND MY	and then my parents and my		train
GdYNF6g73eI-00:07:45.866-00:07:48.300	GdYNF6g73eI	00:07:45.866	00:07:48.300	MY MOTHER'S HEARING,	my mothers hearing		test
GdYNF6g73eI-00:07:48.300-00:07:51.600	GdYNF6g73eI	00:07:48.300	00:07:51.600	BEFORE SHE WAS MARRIED	before she was married		test
GdYNF6g73eI-00:07:51.600-00:07:54.666	GdYNF6g73eI	00:07:51.600	00:07:54.666	SHE LEARNED SIGN LANGUAGE	she learned sign language		test
GdYNF6g73eI-00:07:54.666-00:07:57.100	GdYNF6g73eI	00:07:54.666	00:07:57.100	BUT OF COURSE, SHE WAS	but of course she was		train
GdYNF6g73eI-00:07:57.100-00:07:58.666	GdYNF6g73eI	00:07:57.100	00:07:58.666	AND, OF COURSE,	and of course		train
GdYNF6g73eI-00:07:58.666-00:08:01.100	GdYNF6g73eI	00:07:58.666	00:08:01.100	HER LANGUAGE HAD TO HAVE	her language had to have		train
GdYNF6g73eI-00:08:01.100-00:08:02.966	GdYNF6g73eI	00:08:01.100	00:08:02.966	I COULD FOLLOW HER FINE.	i could follow her fine		train
GdYNF6g73eI-00:08:02.966-00:08:05.600	GdYNF6g73eI	00:08:02.966	00:08:05.600	AS FOR MY FATHER...	as for my father		train
GdYNF6g73eI-00:08:05.600-00:08:08.366	GdYNF6g73eI	00:08:05.600	00:08:08.366	WELL, AS WITH ALL FATHERS,	well as with all fathers		test
GdYNF6g73eI-00:08:08.366-00:08:11.833	GdYNF6g73eI	00:08:08.366	00:08:11.833	PERHAPS, HE DIDN'T FEEL HE COULD	perhaps he didnt feel he could		test
GdYNF6g73eI-00:08:11.833-00:08:14.166	GdYNF6g73eI	00:08:11.833	00:08:14.166	HE KNEW ABOUT 6 SIGNS.	he knew about 6 signs		train
GdYNF6g73eI-00:08:14.166-00:08:16.266	GdYNF6g73eI	00:08:14.166	00:08:16.266	THAT WAS THE EXTENT OF	that was the extent of		train
GdYNF6g73eI-00:08:16.266-00:08:19.100	GdYNF6g73eI	00:08:16.266	00:08:19.100	AND THE 6 SIGNS WERE...	and the 6 signs were		train
GdYNF6g73eI-00:08:19.100-00:08:20.766	GdYNF6g73eI	00:08:19.100	00:08:20.766	FATHER--OOPS!	fatheroops		train
GdYNF6g73eI-00:08:20.766-00:08:22.933	GdYNF6g73eI	00:08:20.766	00:08:22.933	"""MOTHER WANTS YOU."""	mother wants you		train
GdYNF6g73eI-00:08:22.933-00:08:24.600	GdYNF6g73eI	00:08:22.933	00:08:24.600	[LAUGHTER]	laughter		train
GdYNF6g73eI-00:08:24.600-00:08:26.100	GdYNF6g73eI	00:08:24.600	00:08:26.100	AND THE REASON WHY THOSE	and the reason why those		test
GdYNF6g73eI-00:08:26.100-00:08:27.966	GdYNF6g73eI	00:08:26.100	00:08:27.966	IN HIS VOCABULARY?	in his vocabulary		train
GdYNF6g73eI-00:08:27.966-00:08:29.600	GdYNF6g73eI	00:08:27.966	00:08:29.600	WELL, IT'S EASY.	well its easy		train
GdYNF6g73eI-00:08:29.600-00:08:31.533	GdYNF6g73eI	00:08:29.600	00:08:31.533	FATHER WOULD DECIDE THAT	father would decide that		train
GdYNF6g73eI-00:08:31.533-00:08:33.600	GdYNF6g73eI	00:08:31.533	00:08:33.600	TO PATRICK,	to patrick		test
GdYNF6g73eI-00:08:33.600-00:08:36.933	GdYNF6g73eI	00:08:33.600	00:08:36.933	SO HE WOULD SAY SOMETHING	so he would say something		train
GdYNF6g73eI-00:08:36.933-00:08:38.866	GdYNF6g73eI	00:08:36.933	00:08:38.866	AND YELL TO HER,	and yell to her		train
GdYNF6g73eI-00:08:38.866-00:08:42.400	GdYNF6g73eI	00:08:38.866	00:08:42.400	"""MOTHER WANTS YOU,"" AND THEN"	mother wants you and then		train
GdYNF6g73eI-00:08:42.400-00:08:45.266	GdYNF6g73eI	00:08:42.400	00:08:45.266	AND THEN SHE WOULD EXPLAIN TO ME	and then she would explain to me		test
GdYNF6g73eI-00:08:45.266-00:08:47.233	GdYNF6g73eI	00:08:45.266	00:08:47.233	"""OH, I SEE."""	oh i see		train
GdYNF6g73eI-00:08:47.233-00:08:49.100	GdYNF6g73eI	00:08:47.233	00:08:49.100	THE COMMUNICATION	the communication		train
GdYNF6g73eI-00:08:49.100-00:08:53.100	GdYNF6g73eI	00:08:49.100	00:08:53.100	WITH THOSE 3 WORDS--	with those 3 words		train
GdYNF6g73eI-00:08:53.100-00:08:56.600	GdYNF6g73eI	00:08:53.100	00:08:56.600	THE 4th SIGN...	the 4th sign		train
GdYNF6g73eI-00:08:56.600-00:08:58.600	GdYNF6g73eI	00:08:56.600	00:08:58.600	I BET YOU COULD	i bet you could		valid
GdYNF6g73eI-00:08:58.600-00:09:00.666	GdYNF6g73eI	00:08:58.600	00:09:00.666	ANY GUESSES?	any guesses		valid
GdYNF6g73eI-00:09:00.666-00:09:02.600	GdYNF6g73eI	00:09:00.666	00:09:02.600	"NO. ""NO"" IS NOT"	no no is not		train
GdYNF6g73eI-00:09:02.600-00:09:04.233	GdYNF6g73eI	00:09:02.600	00:09:04.233	'CAUSE HE COULD JUST	cause he could just		train
GdYNF6g73eI-00:09:04.233-00:09:06.100	GdYNF6g73eI	00:09:04.233	00:09:06.100	AND I'D UNDERSTAND FINE.	and id understand fine		train
GdYNF6g73eI-00:09:06.100-00:09:07.533	GdYNF6g73eI	00:09:06.100	00:09:07.533	"""I LOVE YOU""? NO."	i love you no		train
GdYNF6g73eI-00:09:08.966-00:09:11.133	GdYNF6g73eI	00:09:08.966	00:09:11.133	"""BED""? UM-MMM."	bed ummmm		train
GdYNF6g73eI-00:09:11.133-00:09:13.100	GdYNF6g73eI	00:09:11.133	00:09:13.100	"""WORK. WORK."""	work work		test
GdYNF6g73eI-00:09:13.100-00:09:16.400	GdYNF6g73eI	00:09:13.100	00:09:16.400	[LAUGHTER]	laughter		train
GdYNF6g73eI-00:09:16.400-00:09:18.400	GdYNF6g73eI	00:09:16.400	00:09:18.400	"""WORK"" WAS THE ONE."	work was the one		train
GdYNF6g73eI-00:09:18.400-00:09:20.066	GdYNF6g73eI	00:09:18.400	00:09:20.066	"AND THE 5th ONE WAS ""EAT."""	and the 5th one was eat		train
GdYNF6g73eI-00:09:20.066-00:09:22.700	GdYNF6g73eI	00:09:20.066	00:09:22.700	DINNERTIME!	dinnertime		valid
GdYNF6g73eI-00:09:22.700-00:09:27.533	GdYNF6g73eI	00:09:22.700	00:09:27.533	"THE 6th SIGN WAS ""DOG."""	the 6th sign was dog		valid
GdYNF6g73eI-00:09:30.566-00:09:32.566	GdYNF6g73eI	00:09:30.566	00:09:32.566	MAYBE THERE WERE MORE,	maybe there were more		train
GdYNF6g73eI-00:09:32.566-00:09:36.566	GdYNF6g73eI	00:09:32.566	00:09:36.566	THOSE ARE THE 6 THAT REALLY	those are the 6 that really		valid
GdYNF6g73eI-00:09:36.566-00:09:38.533	GdYNF6g73eI	00:09:36.566	00:09:38.533	AND THAT WAS MY FAMILY.	and that was my family		test
GdYNF6g73eI-00:09:40.633-00:09:42.800	GdYNF6g73eI	00:09:40.633	00:09:42.800	SO, MY MOTHER SIGNED	so my mother signed		valid
GdYNF6g73eI-00:09:42.800-00:09:47.033	GdYNF6g73eI	00:09:42.800	00:09:47.033	AND THAT REALLY INFLUENCED ME	and that really influenced me		train
GdYNF6g73eI-00:09:47.033-00:09:49.933	GdYNF6g73eI	00:09:47.033	00:09:49.933	ALL MY SISTERS, OF COURSE,	all my sisters of course		train
GdYNF6g73eI-00:09:49.933-00:09:52.333	GdYNF6g73eI	00:09:49.933	00:09:52.333	INFLUENCED ME A LOT, TOO.	influenced me a lot too		train
GdYNF6g73eI-00:09:52.333-00:09:55.666	GdYNF6g73eI	00:09:52.333	00:09:55.666	WHEN I WAS ABOUT	when i was about		train
GdYNF6g73eI-00:09:55.666-00:09:58.400	GdYNF6g73eI	00:09:55.666	00:09:58.400	I WENT TO THE KANSAS	i went to the kansas		train
GdYNF6g73eI-00:10:00.766-00:10:04.033	GdYNF6g73eI	00:10:00.766	00:10:04.033	I WENT TO SEE MY SISTERS	i went to see my sisters		valid
GdYNF6g73eI-00:10:04.033-00:10:06.700	GdYNF6g73eI	00:10:04.033	00:10:06.700	AND I SAT WAY UP	and i sat way up		train
GdYNF6g73eI-00:10:06.700-00:10:09.300	GdYNF6g73eI	00:10:06.700	00:10:09.300	WITH THE REST OF THE CLASS	with the rest of the class		train
GdYNF6g73eI-00:10:09.300-00:10:10.766	GdYNF6g73eI	00:10:09.300	00:10:10.766	I THINK IT WAS	i think it was		train
GdYNF6g73eI-00:10:10.766-00:10:15.300	GdYNF6g73eI	00:10:10.766	00:10:15.300	AND THEY WERE	and they were		train
GdYNF6g73eI-00:10:15.300-00:10:18.333	GdYNF6g73eI	00:10:15.300	00:10:18.333	AND THEY WERE PUTTING ON	and they were putting on		train
GdYNF6g73eI-00:10:18.333-00:10:21.400	GdYNF6g73eI	00:10:18.333	00:10:21.400	MY SISTER'S CLASS	my sisters class		train
GdYNF6g73eI-00:10:21.400-00:10:23.600	GdYNF6g73eI	00:10:21.400	00:10:23.600	THERE WEREN'T ENOUGH	there werent enough		train
GdYNF6g73eI-00:10:23.600-00:10:25.733	GdYNF6g73eI	00:10:23.600	00:10:25.733	SOME OF THE GIRLS WERE FORCED	some of the girls were forced		train
GdYNF6g73eI-00:10:25.733-00:10:28.366	GdYNF6g73eI	00:10:25.733	00:10:28.366	IN THE PERFORMANCE.	in the performance		train
GdYNF6g73eI-00:10:28.366-00:10:32.033	GdYNF6g73eI	00:10:28.366	00:10:32.033	SO, THEY HAD ALL THIS	so they had all this		valid
GdYNF6g73eI-00:10:38.466-00:10:40.866	GdYNF6g73eI	00:10:38.466	00:10:40.866	I STILL HAVE THIS VERY STRONG	i still have this very strong		test
GdYNF6g73eI-00:10:40.866-00:10:44.866	GdYNF6g73eI	00:10:40.866	00:10:44.866	OF MY SISTER UP ON STAGE	of my sister up on stage		train
GdYNF6g73eI-00:10:44.866-00:10:46.700	GdYNF6g73eI	00:10:44.866	00:10:46.700	ON THE STAGE	on the stage		train
GdYNF6g73eI-00:10:46.700-00:10:50.233	GdYNF6g73eI	00:10:46.700	00:10:50.233	AND THEY WERE HIDING	and they were hiding		train
GdYNF6g73eI-00:10:50.233-00:10:53.766	GdYNF6g73eI	00:10:50.233	00:10:53.766	AND I WATCHED, AND	and i watched and		train
GdYNF6g73eI-00:10:53.766-00:10:56.833	GdYNF6g73eI	00:10:53.766	00:10:56.833	I WAS SO EXCITED.	i was so excited		train
GdYNF6g73eI-00:10:56.833-00:10:59.566	GdYNF6g73eI	00:10:56.833	00:10:59.566	AND I WAS TALKING TO MY OTHER	and i was talking to my other		train
GdYNF6g73eI-00:10:59.566-00:11:01.600	GdYNF6g73eI	00:10:59.566	00:11:01.600	AND I WAS TELLING THEM	and i was telling them		train
GdYNF6g73eI-00:11:01.600-00:11:04.100	GdYNF6g73eI	00:11:01.600	00:11:04.100	I WAS TRYING	i was trying		train
GdYNF6g73eI-00:11:04.100-00:11:05.933	GdYNF6g73eI	00:11:04.100	00:11:05.933	I THOUGHT I SHOULD TRY	i thought i should try		train
GdYNF6g73eI-00:11:05.933-00:11:07.033	GdYNF6g73eI	00:11:05.933	00:11:07.033	AND WE COULD PUT ON	and we could put on		train
GdYNF6g73eI-00:11:07.033-00:11:08.600	GdYNF6g73eI	00:11:07.033	00:11:08.600	AND WE COULD ASK ALL	and we could ask all		train
GdYNF6g73eI-00:11:08.600-00:11:11.500	GdYNF6g73eI	00:11:08.600	00:11:11.500	AND PAY ADMISSION, LIKE MAYBE	and pay admission like maybe		train
GdYNF6g73eI-00:11:11.500-00:11:13.600	GdYNF6g73eI	00:11:11.500	00:11:13.600	AND THEY COULD COME	and they could come		train
GdYNF6g73eI-00:11:13.600-00:11:15.100	GdYNF6g73eI	00:11:13.600	00:11:15.100	AND I ALREADY HAD THIS	and i already had this		train
GdYNF6g73eI-00:11:15.100-00:11:18.533	GdYNF6g73eI	00:11:15.100	00:11:18.533	FROM WAY BACK THEN FROM THAT	from way back then from that		test
GdYNF6g73eI-00:11:23.600-00:11:26.600	GdYNF6g73eI	00:11:23.600	00:11:26.600	WHEN I WAS 5 YEARS OLD,	when i was 5 years old		train
GdYNF6g73eI-00:11:26.600-00:11:29.300	GdYNF6g73eI	00:11:26.600	00:11:29.300	THE KANSAS STATE SCHOOL	the kansas state school		train
GdYNF6g73eI-00:11:29.300-00:11:30.866	GdYNF6g73eI	00:11:29.300	00:11:30.866	'CAUSE I WAS	cause i was		test
GdYNF6g73eI-00:11:30.866-00:11:33.466	GdYNF6g73eI	00:11:30.866	00:11:33.466	WHEN I'D SEEN	when id seen		train
GdYNF6g73eI-00:11:33.466-00:11:36.700	GdYNF6g73eI	00:11:33.466	00:11:36.700	THERE WERE MANY POSITIVE	there were many positive		train
GdYNF6g73eI-00:11:36.700-00:11:39.100	GdYNF6g73eI	00:11:36.700	00:11:39.100	BUT AS I'VE ANALYZED IT OVER	but as ive analyzed it over		test
GdYNF6g73eI-00:11:39.100-00:11:43.833	GdYNF6g73eI	00:11:39.100	00:11:43.833	UPON THESE EXPERIENCES,	upon these experiences		train
GdYNF6g73eI-00:11:43.833-00:11:45.600	GdYNF6g73eI	00:11:43.833	00:11:45.600	THAT WERE POSITIVE.	that were positive		test
GdYNF6g73eI-00:11:51.466-00:11:53.100	GdYNF6g73eI	00:11:51.466	00:11:53.100	I WAS TALKING TO ELLA	i was talking to ella		train
GdYNF6g73eI-00:11:53.100-00:11:54.500	GdYNF6g73eI	00:11:53.100	00:11:54.500	AND AS I THOUGHT ABOUT	and as i thought about		valid
GdYNF6g73eI-00:11:54.500-00:11:56.100	GdYNF6g73eI	00:11:54.500	00:11:56.100	I HAVE A DEEPER	i have a deeper		train
GdYNF6g73eI-00:11:56.100-00:11:58.033	GdYNF6g73eI	00:11:56.100	00:11:58.033	ABOUT WHY I'M	about why im		train
GdYNF6g73eI-00:11:58.033-00:12:00.100	GdYNF6g73eI	00:11:58.033	00:12:00.100	AND I SEE THAT THOSE	and i see that those		train
GdYNF6g73eI-00:12:00.100-00:12:03.333	GdYNF6g73eI	00:12:00.100	00:12:03.333	WHEN I WENT IN,	when i went in		train
GdYNF6g73eI-00:12:03.333-00:12:05.100	GdYNF6g73eI	00:12:03.333	00:12:05.100	I LEARNED THE MOST,	i learned the most		train
GdYNF6g73eI-00:12:05.100-00:12:07.100	GdYNF6g73eI	00:12:05.100	00:12:07.100	RATHER THAN THE CLASSROOM.	rather than the classroom		train
GdYNF6g73eI-00:12:07.100-00:12:08.433	GdYNF6g73eI	00:12:07.100	00:12:08.433	WHICH WOULD YOU SUSPECT?	which would you suspect		train
GdYNF6g73eI-00:12:08.433-00:12:12.633	GdYNF6g73eI	00:12:08.433	00:12:12.633	THE DORM IS RIGHT,	the dorm is right		train
GdYNF6g73eI-00:12:12.633-00:12:15.133	GdYNF6g73eI	00:12:12.633	00:12:15.133	AND THE REASONS BEING THAT	and the reasons being that		train
GdYNF6g73eI-00:12:15.133-00:12:16.833	GdYNF6g73eI	00:12:15.133	00:12:16.833	WAS BECAUSE, OF COURSE,	was because of course		valid
GdYNF6g73eI-00:12:16.833-00:12:18.600	GdYNF6g73eI	00:12:16.833	00:12:18.600	OUR NATIVE LANGUAGE OF ASL.	our native language of asl		train
GdYNF6g73eI-00:12:18.600-00:12:20.600	GdYNF6g73eI	00:12:18.600	00:12:20.600	AND WE CHATTED AWAY	and we chatted away		train
GdYNF6g73eI-00:12:20.600-00:12:22.100	GdYNF6g73eI	00:12:20.600	00:12:22.100	AND HAD A GREAT SOCIAL LIFE.	and had a great social life		train
GdYNF6g73eI-00:12:22.100-00:12:24.100	GdYNF6g73eI	00:12:22.100	00:12:24.100	I LEARNED SO MUCH THERE.	i learned so much there		test
GdYNF6g73eI-00:12:24.100-00:12:27.200	GdYNF6g73eI	00:12:24.100	00:12:27.200	LEARNED ABOUT SEX THERE,	learned about sex there		test
GdYNF6g73eI-00:12:27.200-00:12:29.000	GdYNF6g73eI	00:12:27.200	00:12:29.000	TOLD STORIES THERE.	told stories there		train
GdYNF6g73eI-00:12:29.000-00:12:33.100	GdYNF6g73eI	00:12:29.000	00:12:33.100	OH, IT WAS SUCH AN ENJOYABLE	oh it was such an enjoyable		train
GdYNF6g73eI-00:12:33.100-00:12:35.766	GdYNF6g73eI	00:12:33.100	00:12:35.766	OUR SOCIAL SKILLS IMPROVED	our social skills improved		train
GdYNF6g73eI-00:12:35.766-00:12:37.533	GdYNF6g73eI	00:12:35.766	00:12:37.533	OUR LEADERSHIP SKILLS	our leadership skills		train
GdYNF6g73eI-00:12:37.533-00:12:38.866	GdYNF6g73eI	00:12:37.533	00:12:38.866	FROM THE DORM LIFE.	from the dorm life		train
GdYNF6g73eI-00:12:38.866-00:12:42.100	GdYNF6g73eI	00:12:38.866	00:12:42.100	OUR ATHLETIC ABILITIES--	our athletic abilities		train
GdYNF6g73eI-00:12:42.100-00:12:44.766	GdYNF6g73eI	00:12:42.100	00:12:44.766	IT WAS SUCH AN EXCITING	it was such an exciting		train
GdYNF6g73eI-00:12:44.766-00:12:46.766	GdYNF6g73eI	00:12:44.766	00:12:46.766	OH, THE MISCHIEVOUS THINGS	oh the mischievous things		train
GdYNF6g73eI-00:12:46.766-00:12:49.100	GdYNF6g73eI	00:12:46.766	00:12:49.100	THAT WAS THERE, TOO.	that was there too		train
GdYNF6g73eI-00:12:49.100-00:12:52.100	GdYNF6g73eI	00:12:49.100	00:12:52.100	AND ALSO, WE HAD	and also we had		test
GdYNF6g73eI-00:12:52.100-00:12:54.600	GdYNF6g73eI	00:12:52.100	00:12:54.600	AND THAT SPRANG	and that sprang		train
GdYNF6g73eI-00:12:54.600-00:12:57.700	GdYNF6g73eI	00:12:54.600	00:12:57.700	IT SEEMS TO BE GONE	it seems to be gone		train
GdYNF6g73eI-00:12:57.700-00:12:59.700	GdYNF6g73eI	00:12:57.700	00:12:59.700	BUT BACK THEN, IT WAS	but back then it was		train
GdYNF6g73eI-00:12:59.700-00:13:02.100	GdYNF6g73eI	00:12:59.700	00:13:02.100	OF LIFE IN THE DORMS FOR ME.	of life in the dorms for me		train
GdYNF6g73eI-00:13:02.100-00:13:05.133	GdYNF6g73eI	00:13:02.100	00:13:05.133	NOW, I HAPPEN TO LOVE	now i happen to love		train
GdYNF6g73eI-00:13:05.133-00:13:07.500	GdYNF6g73eI	00:13:05.133	00:13:07.500	REMEMBER, MY MOTHER INFLUENCED	remember my mother influenced		train
GdYNF6g73eI-00:13:07.500-00:13:09.366	GdYNF6g73eI	00:13:07.500	00:13:09.366	AND SHE TAUGHT ME HOW	and she taught me how		train
GdYNF6g73eI-00:13:09.366-00:13:11.100	GdYNF6g73eI	00:13:09.366	00:13:11.100	I LEARNED THAT FROM HER.	i learned that from her		test
GdYNF6g73eI-00:13:11.100-00:13:14.600	GdYNF6g73eI	00:13:11.100	00:13:14.600	SO, I WAS VERY EXCITED	so i was very excited		train
GdYNF6g73eI-00:13:14.600-00:13:16.400	GdYNF6g73eI	00:13:14.600	00:13:16.400	WITH ALL THE AUDIENCE	with all the audience		train
GdYNF6g73eI-00:13:16.400-00:13:19.000	GdYNF6g73eI	00:13:16.400	00:13:19.000	SITTING AND WATCHING	sitting and watching		train
GdYNF6g73eI-00:13:19.000-00:13:22.100	GdYNF6g73eI	00:13:19.000	00:13:22.100	ALL THE DIFFERENT CLASSES	all the different classes		train
GdYNF6g73eI-00:13:22.100-00:13:27.666	GdYNF6g73eI	00:13:22.100	00:13:27.666	PRESENTING MAYBE POETRY	presenting maybe poetry		train
GdYNF6g73eI-00:13:27.666-00:13:32.100	GdYNF6g73eI	00:13:27.666	00:13:32.100	SOMETIMES THERE'D BE NEWS,	sometimes thered be news		train
GdYNF6g73eI-00:13:32.100-00:13:36.100	GdYNF6g73eI	00:13:32.100	00:13:36.100	BUT THE BEST OF ALL WAS WHEN	but the best of all was when		train
GdYNF6g73eI-00:13:36.100-00:13:41.600	GdYNF6g73eI	00:13:36.100	00:13:41.600	WOULD COME UP ON THE STAGE,	would come up on the stage		train
GdYNF6g73eI-00:13:41.600-00:13:45.366	GdYNF6g73eI	00:13:41.600	00:13:45.366	OR SOMETIMES THEY WOULD	or sometimes they would		train
GdYNF6g73eI-00:13:45.366-00:13:48.000	GdYNF6g73eI	00:13:45.366	00:13:48.000	AND I SAT--I REMEMBERED	and i sati remembered		train
GdYNF6g73eI-00:13:48.000-00:13:50.100	GdYNF6g73eI	00:13:48.000	00:13:50.100	AND WATCHING THOSE	and watching those		train
GdYNF6g73eI-00:13:50.100-00:13:52.300	GdYNF6g73eI	00:13:50.100	00:13:52.300	AND SEEING ALL THOSE	and seeing all those		train
GdYNF6g73eI-00:13:52.300-00:13:56.133	GdYNF6g73eI	00:13:52.300	00:13:56.133	BUT THERE'S ONE THAT STANDS	but theres one that stands		train
GdYNF6g73eI-00:13:56.133-00:13:59.733	GdYNF6g73eI	00:13:56.133	00:13:59.733	IT WASN'T EVEN A FULL STORY, BUT	it wasnt even a full story but		train
GdYNF6g73eI-00:13:59.733-00:14:02.300	GdYNF6g73eI	00:13:59.733	00:14:02.300	JUST SENT A SHOCKWAVE	just sent a shockwave		train
GdYNF6g73eI-00:14:02.300-00:14:06.000	GdYNF6g73eI	00:14:02.300	00:14:06.000	IT WAS A WOMAN TEACHER.	it was a woman teacher		train
GdYNF6g73eI-00:14:06.000-00:14:09.600	GdYNF6g73eI	00:14:06.000	00:14:09.600	AND SHE HAD GRADUATED	and she had graduated		train
GdYNF6g73eI-00:14:09.600-00:14:12.833	GdYNF6g73eI	00:14:09.600	00:14:12.833	AND ALSO HAD GROWN UP IN KANSAS	and also had grown up in kansas		train
GdYNF6g73eI-00:14:12.833-00:14:15.600	GdYNF6g73eI	00:14:12.833	00:14:15.600	STOOD ON THE STAGE--	stood on the stage		train
GdYNF6g73eI-00:14:15.600-00:14:20.100	GdYNF6g73eI	00:14:15.600	00:14:20.100	I SUSPECT LONG BEFORE HAD	i suspect long before had		train
GdYNF6g73eI-00:14:20.100-00:14:22.733	GdYNF6g73eI	00:14:20.100	00:14:22.733	OF DEAFNESS PASSED DOWN TO HER	of deafness passed down to her		train
GdYNF6g73eI-00:14:22.733-00:14:24.000	GdYNF6g73eI	00:14:22.733	00:14:24.000	SHE'D GONE TO	shed gone to		train
GdYNF6g73eI-00:14:24.000-00:14:27.100	GdYNF6g73eI	00:14:24.000	00:14:27.100	AND I THINK SHE HAD	and i think she had		test
GdYNF6g73eI-00:14:27.100-00:14:31.633	GdYNF6g73eI	00:14:27.100	00:14:31.633	SHE SIGNED A FAMOUS	she signed a famous		train
GdYNF6g73eI-00:14:31.633-00:14:34.600	GdYNF6g73eI	00:14:31.633	00:14:34.600	OF COURSE,	of course		test
GdYNF6g73eI-00:14:34.600-00:14:37.100	GdYNF6g73eI	00:14:34.600	00:14:37.100	AND SHE'D SIGNED IT IN FRONT OF	and shed signed it in front of		train
GdYNF6g73eI-00:14:37.100-00:14:39.533	GdYNF6g73eI	00:14:37.100	00:14:39.533	I THINK MAYBE EVEN BEFORE,	i think maybe even before		valid
GdYNF6g73eI-00:14:39.533-00:14:41.033	GdYNF6g73eI	00:14:39.533	00:14:41.033	SHE SIGNED IT.	she signed it		test
GdYNF6g73eI-00:14:44.566-00:14:45.900	GdYNF6g73eI	00:14:44.566	00:14:45.900	"""LIFE"" MAGAZINE"	life magazine		train
GdYNF6g73eI-00:14:45.900-00:14:50.200	GdYNF6g73eI	00:14:45.900	00:14:50.200	AND PUT HER PICTURE IN THE	and put her picture in the		train
GdYNF6g73eI-00:14:52.100-00:14:54.600	GdYNF6g73eI	00:14:52.100	00:14:54.600	I THINK IT WAS FROM	i think it was from		train
GdYNF6g73eI-00:14:54.600-00:14:56.100	GdYNF6g73eI	00:14:54.600	00:14:56.100	I CAN'T REMEMBER	i cant remember		train
GdYNF6g73eI-00:14:56.100-00:14:57.966	GdYNF6g73eI	00:14:56.100	00:14:57.966	BUT HER PICTURE	but her picture		train
GdYNF6g73eI-00:14:57.966-00:15:01.100	GdYNF6g73eI	00:14:57.966	00:15:01.100	IN THIS POSE OF SIGNING.	in this pose of signing		train
GdYNF6g73eI-00:15:01.100-00:15:03.966	GdYNF6g73eI	00:15:01.100	00:15:03.966	NOW, OF COURSE, THE ARMY	now of course the army		train
GdYNF6g73eI-00:15:03.966-00:15:06.233	GdYNF6g73eI	00:15:03.966	00:15:06.233	AND I'M SURE THEY ALL	and im sure they all		train
GdYNF6g73eI-00:15:06.233-00:15:09.900	GdYNF6g73eI	00:15:06.233	00:15:09.900	PEOPLE SENT--SENT HER LETTERS	people sentsent her letters		train
GdYNF6g73eI-00:15:09.900-00:15:13.600	GdYNF6g73eI	00:15:09.900	00:15:13.600	BECAUSE OF BEING SO	because of being so		train
GdYNF6g73eI-00:15:13.600-00:15:17.266	GdYNF6g73eI	00:15:13.600	00:15:17.266	BUT THERE SHE WAS AT NIGHT,	but there she was at night		train
GdYNF6g73eI-00:15:17.266-00:15:20.300	GdYNF6g73eI	00:15:17.266	00:15:20.300	AND IT WAS CALLED	and it was called		train
GdYNF6g73eI-00:15:20.300-00:15:26.100	GdYNF6g73eI	00:15:20.300	00:15:26.100	IT WAS WRITTEN BY	it was written by		train
GdYNF6g73eI-00:15:26.100-00:15:28.100	GdYNF6g73eI	00:15:26.100	00:15:28.100	I SAT IN THAT AUDIENCE	i sat in that audience		train
GdYNF6g73eI-00:15:28.100-00:15:30.300	GdYNF6g73eI	00:15:28.100	00:15:30.300	WITH SUCH A SENSE	with such a sense		test
